Unnamed__0,id_evento,fecha_reportada,comuna,provincia,region,ubicacion_tipo,rural,evento_tipo_maceda,evento_especifico,actor_tipo_1,actor_especifico_1,actor_especifico_1_armas,actor_tipo_2,actor_mapuche,mapuche_identificado,confrontacion,iniciador,descripcion,mercurio,mella,osal,ciudadano,biobio,mesn,fecha
2171,2014125,LA FECHA SE ESPECIFICA,ANGOL,MALLECO,ARAUCANIA,CAMINO,RURAL,ATAQUE,ATAQUE CON ARMAS DE FUEGO,OTROS MAPUCHE,GRUPO NO ESPECIFICADO,ARMAS DE FUEGO,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,"DESCONOCIDOS ATACARON UNA PATRULLA QUE SE ENCONTRABA PATRULLANDO. EN UN SECTOR DE ESCASA VISIBILIDAD, EL VEHICULO RESULTO CON SUS VIDRIOS QUEBRADOS Y EL CABO 1 DE LA DOTACION DE FF.EE RECIBIO IMPATO DE PERDIGONES EN SU MEJILLA DERECHA",SI,NO,NO,NO,NO,7,2014-07-25
586,2000128,LA FECHA SE ESPECIFICA,TIRUA,ARAUCO,BIO-BIO,CAMINO,RURAL,PROTESTA,OBSTRUCCION DEL PASO (DIFERENTE DE CAMINO),OTROS MAPUCHE,GRUPO IDENTIFICABLE,NO SE MENCIONA,EMPRESA FORESTAL,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,MAPUCHE-LAFQUENCHES OCUPAN CAMINO EN TRANQUE EXIGIENDO LA LIBERTAD DE UN DIRIGENTE MAPUCHE RECLUIDO EN LA CARCEL DE LEBU. SE BLOQUEA EL PASO A CAMIONES DE LA FORESTAL MININCO.,NO,NO,SI,NO,NO,3,2000-03-09
2186,2014140,LA FECHA SE ESPECIFICA,MELIPEUCO,CAUTIN,ARAUCANIA,AUTOPISTA,URBANO,PROTESTA,BLOQUEO DE CAMINO,OTROS MAPUCHE,GRUPO IDENTIFICABLE,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"UN GRUPO DE MANIFESTANTES OCUPO LA RUTA INTERNACIONAL ENTRE MELIPEUCO E ICALMA, PARA RECLAMAR CONTRA LA IMPOSICION DE CENTRALES HIDROELECTRICAS Y LINEAS DE TRANSMISION EN ESTOS TERRITORIOS, AL LUGAR LLEGO CARABINEROS QUE DESPEJO LA RUTA PARA QUE LOS VEHICULOS PUDIERAN SEGUIR SU TRANSITO. PERO A PESAR DE ESTO LOS MANIFESTANTES CONTINUARON DETENIENDO VEHICULOS DE LAS EMPRESAS CONSTRUCTORAS DE LAS HIDROELECTRICAS, ESPECIALMENTE ICAFAL",NO,NO,NO,SI,NO,10,2014-10-30
339,1999109,LA FECHA SE ESPECIFICA,VILCUN,CAUTIN,ARAUCANIA,FUNDO,RURAL,OCUPACION DE TIERRAS,OCUPACION DE TIERRAS VIOLENTA,ORGANIZACION MAPUCHE,MIEMBROS DE LA ORGANIZACION,NO SE MENCIONA,PRIVADOS DUEÑOS DE TIERRAS,SOLO EL ACTOR 1 ES MAPUCHE,SI,SI,ACTOR 1,"UNOS 400 MAPUCHE INGRESARON A UN FUNDO, DONDE PROCEDIERON A ATACAR A TRES TRABAJADORES QUE AL VER LA TURBA TRATARON DE DISPERSARLOS MEDIANTE DISPAROS AL AIRE, LO QUE LOS INDIGENAS LO VIERON COMO UNA AMENAZA, POR LO QUE ATACARON A LOS TRABAJADORES Y LOS MANIATARON",SI,NO,NO,NO,NO,11,1999-11-29
3940,2020245,LA FECHA SE ESPECIFICA,CAÑETE,ARAUCO,BIO-BIO,AUTOPISTA,RURAL,ATAQUE,ATAQUE INCENDIARIO,OTROS MAPUCHE,GRUPO NO ESPECIFICADO,ELEMENTOS INCENDIARIOS,OTRAS EMPRESAS,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,"DESCONOCIDOS QUEMARON UN CAMION TOLVA EN LA RUTA P-72-S, SOLO A ALGUNOS KM DE UN ATAQUE A UN CAMION PARA TRANSPORTAR COMBUSTIBLE.",SI,NO,NO,NO,SI,11,2020-11-26
864,2002066,LA FECHA SE ESPECIFICA,SANTA BARBARA,BIOBIO,BIO-BIO,CAMINO,RURAL,ATAQUE,OTROS ATAQUES,OTROS MAPUCHE,GRUPO IDENTIFICABLE,NO SE MENCIONA,PRIVADOS DUEÑOS DE CAPITAL,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,UNA VEINTENA DE PEHUENCHES PROTAGONIZO EL SAQUEO DE UN CAMION QUE SE DIRIGIA HACIA EL CAJON DEL QUEUCO PARA ABASTECER A LAS ESCUELAS DEL SECTOR,SI,NO,NO,NO,NO,11,2002-11-29
4157,2021081,LA FECHA SE ESPECIFICA,GALVARINO,CAUTIN,ARAUCANIA,NO ESPECIFICADO,RURAL,ATAQUE,ATAQUE INCENDIARIO,OTROS MAPUCHE,GRUPO NO ESPECIFICADO,ELEMENTOS INCENDIARIOS,PRIVADOS DUEÑOS DE TIERRAS,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,GRUPO DE DESCONOCIDOS REALIZA ATAQUE INCENDIARIO EL CUAL AFECTO A UN BOSQUE,SI,NO,NO,NO,NO,3,2021-03-18
1679,2010053,LA FECHA NO SE ESPECIFICA,VALDIVIA,VALDIVIA,LOS RIOS,INSTALACIONES PUBLICAS,URBANO,COERCION,CONDENA JUDICIAL,ESTADO,FUNCIONARIOS DEL PODER JUDICIAL,NO SE MENCIONA,ESTADO,NO HAY ACTORES MAPUCHE,NO,NO,ACTOR 1,"SE CONDENA A CARABINERO POR LA MUERTE DE UN COMUNERO MAPUCHE, CON UNA CONDENA DE REMITIDA DE DOS AÑOS DE PRESIDIO Y CON LA DESTITUCION DE SU CARGO",SI,NO,NO,NO,NO,1,2010-01-14
2629,2016235,LA FECHA SE ESPECIFICA,LOS SAUCES,MALLECO,ARAUCANIA,CAMINO,RURAL,ATAQUE,ATAQUE INCENDIARIO,OTROS MAPUCHE,ENCAPUCHADOS,ARMAS DE FUEGO,EMPRESA FORESTAL,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,1O ENCAPUCHADOS QUE HABÍAN ROBADO UN CAMION DE FORESTAL BOSQUES ARAUCO LO QUEMARON EN LA COMUNA DE LOS SAUCES,SI,NO,NO,NO,NO,1,2016-01-15
3553,2019251,LA FECHA SE ESPECIFICA,ANGOL,MALLECO,ARAUCANIA,ESPACIOS PUBLICOS,URBANO,PROTESTA,PROTESTA PACIFICA,MANIFESTANTES,MANIFESTANTES PACIFICOS,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"UNA GRUPO DE MANIFESTANTES LLEGARON HASTA LA CARCEL DE ANGOL EN APOYO A LOS INTERNOS DE LAS COMUNIDADES QUE SE ENCUENTRAN EN EL RECINTO PENAL. EN EL LUGAR INFORMARON QUE SOLO PODIAN INGRESAR EN GRUPOS DE OCHO, LUEGO DE ESTO LOS MANIFESTANTES DECIDIERON MARCHAR HASTA LA GOBERNACION PARA EXIGIR UNA EXPLICACION AL RESPECTO, YA QUE EN OPORUNIDADES ANTERIORES LOS HABRIAN DEJADO ENTRAR EN GRUPOS MAYORES.",NO,NO,NO,NO,SI,6,2019-06-26
2672,2017044,LA FECHA SE ESPECIFICA,LOS SAUCES,MALLECO,ARAUCANIA,FUNDO,RURAL,ATAQUE,OTROS ATAQUES,COMUNIDAD,MIEMBROS DE LA COMUNIDAD,ARMAS DE FUEGO,PRIVADOS DUEÑOS DE TIERRAS,SOLO EL ACTOR 1 ES MAPUCHE,SI,SI,ACTOR 1,UN GRUPO DE CINCO INDIVIDUOS INTENTO REALIZAR UN ROBO EN EL FUNDO EL ENCINO EN LA COMUNA DE LOS SAUCES. LOS DESCONOCIDOS ARMADOS LLEGARON EN UN VEHICULO CON EL ROSTRO CUBIERTO DONDE PROCEDIERON A INTIMIDAR AL PROPIETARIO Y SU FAMILIA PARA ROBARLE CABALLOS DE POLO Y CORRALEROS. EL PROPIETARIO EMPRENDIO FUEGO CONTRA ESTOS DESCONOCIDOS DANDOLE MUERTE A DOS DE ELLOS E HIRIENDO A UN TERCERO.,SI,NO,NO,SI,SI,6,2017-06-10
3104,2018220,LA FECHA SE ESPECIFICA,TEMUCO,CAUTIN,ARAUCANIA,ESPACIOS PUBLICOS,URBANO,PROTESTA,PROTESTA PACIFICA,MANIFESTANTES,MANIFESTANTES PACIFICOS,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,UNAS 600 PERSONAS PARTICIPARON DE LA MARCHA QUE CONVOCO LA FAMILIA DEL COMUNERO ASESINADO EN ERCILLA. EL ENCUENTRO FUE EN LA PLAZA DAGOBERTO GODOY Y TERMINO EN LA INTENDENCIA REGIONAL,NO,NO,NO,SI,SI,12,2018-12-21
2393,2015196,LA FECHA SE ESPECIFICA,ERCILLA,MALLECO,ARAUCANIA,FUNDO,RURAL,ATAQUE,OTROS ATAQUES,OTROS MAPUCHE,GRUPO NO ESPECIFICADO,NO SE MENCIONA,PRIVADOS DUEÑOS DE TIERRAS,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"UN GRUPO DE DESCONOCIDOS ROMPIO 500 METROS DE CERCO PARA ROBAR SEIS YEGUAS DEL FUNDO CENTENARIO EN ERCILLA, CARABINEROS AYUDO EN LA BUSQUEDA DE ESTAS EN EL SECTOR DE TEMUCUICUI, DONDE SE LOGRO RECUPERAR UNA.",NO,NO,NO,NO,SI,12,2015-12-24
3055,2018167,LA FECHA NO SE ESPECIFICA,ALTO BIOBIO,BIOBIO,BIO-BIO,FUNDO,RURAL,OCUPACION DE TIERRAS,OCUPACION DE TIERRAS PACIFICA,COMUNIDAD,MIEMBROS DE LA COMUNIDAD,NO SE MENCIONA,PRIVADOS DUEÑOS DE TIERRAS,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"MIEMBROS DE LA COMUNIDAD RALCO LEPOY OCUPARON EL FUNDO LOS GUINDOS EN ALTO BIOBIO, DENUNCIANDO QUE VIVEN HACINADOS EN EL TERRITORIO QUE HABITAN Y QUE EXISTEN PROBLEMAS EN LA TIERRA, LA COMUNIDAD DECIDIO TOMAR LA DETERMINACION POR QUE SEGÚN ELLOS, LOS ESTAMENTOS ESTATALES NO LES DIERON SOLUCION A SUS DEMANDAS",NO,NO,NO,SI,SI,6,2018-06-17
4201,2021130,LA FECHA SE ESPECIFICA,NUEVA IMPERIAL,CAUTIN,ARAUCANIA,NO ESPECIFICADO,RURAL,COERCION,ARRESTO,OTROS MAPUCHE,GRUPO IDENTIFICABLE,ELEMENTOS INCENDIARIOS,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 2,POSTERIOR AL DESALOJO CARABINEROS REALIZARON CONTROLES EN RUTAS CERCANAS EN LAS CUALES SE DETUVO A UN AUTO EN LAS CUALES IBA UN HERIDO PRODUCTO DEL ENFRENTAMIENTO POSTERIOR AL DESALOJO Y SE DETUVO A 6 PERSONAS,SI,NO,NO,NO,NO,4,2021-04-24
3782,2020087,LA FECHA SE ESPECIFICA,CONTULMO,ARAUCO,BIO-BIO,NO ESPECIFICADO,RURAL,ATAQUE,ATAQUE INCENDIARIO,OTROS MAPUCHE,GRUPO NO ESPECIFICADO,ARMAS DE FUEGO,OTRAS EMPRESAS,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,DESCONOCIDOS ARMADOS INTIMIDARON AL CONDUCTOR DE UN CAMION QUE TRANSPORTABA AGUA A LAS OBRAS DE CONSTRUCCION DEL ESTADIO LOCAL EN CONTULMO. LUEGO LOS DESCONOCIDOS QUEMARON EL VEHICULO,SI,NO,NO,NO,NO,3,2020-03-07
762,2001167,LA FECHA SE ESPECIFICA,CONTULMO,ARAUCO,BIO-BIO,NO ESPECIFICADO,URBANO,COERCION,ARRESTO,OTROS MAPUCHE,INDIVIDUO IDENTIFICABLE,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 2,"CARABINEROS E INVESTIGACIONES DETUVO A UNA COMUNERA MAPUCHE, QUIEN FUE INGRESADA A LA CARCEL EL MANZANO EN CALIDAD DE INCOMUNICADA",SI,NO,NO,NO,NO,5,2001-05-19
2951,2018053,LA FECHA SE ESPECIFICA,VALDIVIA,VALDIVIA,LOS RIOS,INSTALACIONES PUBLICAS,URBANO,PROTESTA,OCUPACION DE PROPIEDAD PUBLICA (DIFERENTE A TIERRAS),MANIFESTANTES,ALBOROTADORES,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,SI,ACTOR 1,"UN GRUPO DE UNAS 30 PERSONAS QUE SE DESCOLGARON DE LA MARCHA QUE REALIZABA UN GRUPO EN LAS CALLES DE VALDIVIA Y REALIZARON LA TOMA DE LAS OFICINAS DE LA CONADI, DONDE INTERVINO CARABINEROS, RESULTANDO UNA FUNCIONARIA DE CARABINEROS Y UN TRANSEUNTE HERIDOS.",NO,NO,NO,NO,SI,2,2018-02-09
2743,2017115,LA FECHA SE ESPECIFICA,CONCEPCION,CONCEPCION,BIO-BIO,ESPACIOS PUBLICOS,URBANO,PROTESTA,PROTESTA VIOLENTA,MANIFESTANTES,ALBOROTADORES,ARMAS LIGERAS,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,UN GRUPO DE COMUNEROS COMENZO A REALIZAR DESORDENES EN EL COMIENZO DE LA MARCHA EN APOYO A LOS COMUNEROS EN HUELGA DE HAMBRE EN LA PLAZA INDEPENDENCIA DE CONCEPCION. LOS COMUNEROS REALIZARON EL LANZAMIENTO DE BOTELLAS DE VIDRIO,NO,NO,NO,NO,SI,9,2017-09-25
2731,2017103,LA FECHA SE ESPECIFICA,TEMUCO,CAUTIN,ARAUCANIA,NO ESPECIFICADO,,COERCION,ARRESTO,ORGANIZACION MAPUCHE,DIRIGENTES DE LA ORGANIZACION,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 2,"CARABINEROS DETUVO A 8 COMUNEROS MAPUCHE Y LOS TRASLADO A TEMUCO, PARA QUE EL DIA DOMINGO SE REALICE SU CONTROL DE DETENCION. ESTOS COMUNEROS SON DETENIDOS EN EL MARCO DE LA INVESTIGACION DE DOS ATAQUES INCENDIARIOS OCURRIDOS EN LA REGION DE LA ARAUCANIA Y DE LOS RIOS, DONDE QUEDARON CERCA DE 50 CAMIONES QUEMADOS EN TOTAL.",SI,NO,NO,NO,SI,9,2017-09-23
3804,2020109,LA FECHA SE ESPECIFICA,ANGOL,MALLECO,ARAUCANIA,INSTALACIONES PRIVADAS,RURAL,ATAQUE,ATAQUE INCENDIARIO,ORGANIZACION MAPUCHE,MIEMBROS DE LA ORGANIZACION,ARMAS DE FUEGO,EMPRESA FORESTAL,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,UN GRUPO DE ENTRE 7 U 8 INDIVIDUOS INGRESO AL LUGAR DONDE SE ENCONTRABAN ESTACIONADOS CAMIONES Y PROCEDIERON A QUEMAR 13 CAMIONES A UN KILOMETRO DEL RADIO URBANO DE ANGOL. DE LOS CAMIONES QUEMADOS 7 PERTENECIAN A LA FORESTAL CERDA Y LAS OTRAS SEIS PERTENECIAN A SUBCONTRATISTAS. EN EL LUGAR SE ENCONTRARON DOS LIENZOS ALUSIVOS A LA CAUSA MAPUCHE FIRMADOS POR EL GRUPO RESISTENCIA MAPUCHE.,SI,NO,NO,NO,SI,10,2020-10-09
714,2001119,LA FECHA SE ESPECIFICA,SANTA BARBARA,BIOBIO,BIO-BIO,COMPLEJO EDUCACIONAL,RURAL,ATAQUE,OTROS ATAQUES,OTROS MAPUCHE,INDIVIDUO IDENTIFICABLE,NO SE MENCIONA,ORGANIZACION NO MAPUCHE - EDUCACIONAL,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 2,"UNA MENOR FUE GOLPEADA POR TRES COMPAÑERAS EN EL INTERNADO DE RALCO LEPOY, SE SEÑALA QUE LA AGRESION FUE INSTIGADA POR EL DIRECTOR Y ALGUNOS DOCENTES DEL ESTABLECIMIENTO TRAS ACUSAR DE ACTIVISTA POLITICA A LA ESCOLAR",SI,NO,NO,NO,NO,7,2001-07-31
4512,2021450,LA FECHA SE ESPECIFICA,PUCON,CAUTIN,ARAUCANIA,FUNDO,RURAL,COERCION,DESALOJO,COMUNIDAD,MIEMBROS DE LA COMUNIDAD,ARMAS LIGERAS,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,SI,ACTOR 2,CARABINEROS REALIZO EL DESALOJO DE LOS TERRENOS DE LA INMOBILIARIA TRES ESQUINAS QUE ESTABAN SIENDO OCUPADOS POR EL LOF MARTA CAYULEF EN PUCON. EL DESALOJO SE PRODUJO ENTRE ENFRENTAMIENTOS RESULTANDO SIETE CARABINEROS HERIDOS Y UN COMUNERO HERIDO.,NO,NO,NO,NO,SI,10,2021-10-08
2638,2017008,LA FECHA SE ESPECIFICA,ERCILLA,MALLECO,ARAUCANIA,FUNDO,RURAL,ATAQUE,ATAQUE CON ARMAS DE FUEGO,OTROS MAPUCHE,GRUPO NO ESPECIFICADO,ARMAS DE FUEGO,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,"UN VEHICULO DE CARABINEROS SUFRIO UN ATAQUE POR PARTE DE DESCONOCIDOS EN EL FUNDO CENTENARIO EN ERCILA, LOS DISPAROS ALCANZARON TANTO LA PUERTA COMO VIDRIOS LATERALES DEL VEHICULO",SI,NO,NO,NO,SI,5,2017-05-03
4232,2021165,LA FECHA SE ESPECIFICA,LOS ALAMOS,ARAUCO,BIO-BIO,AUTOPISTA,RURAL,PROTESTA,BLOQUEO DE CAMINO,ORGANIZACION NO MAPUCHE - GREMIO,MIEMBROS DEL GREMIO,NO SE MENCIONA,ESTADO,NO HAY ACTORES MAPUCHE,NO,NO,ACTOR 1,SE REALIZA BLOQUEO DE CAMINO POR GRUPO DE CAMIONEROS QUE ACUSA PERSECUCION POLICIAL POR CASO DE ROBO DE MADERA,SI,NO,NO,NO,NO,5,2021-05-31
3342,2019028,LA FECHA SE ESPECIFICA,COLLIPULLI,MALLECO,ARAUCANIA,INSTALACIONES PUBLICAS,URBANO,PROTESTA,OCUPACION DE PROPIEDAD PUBLICA (DIFERENTE A TIERRAS),COMUNIDAD,MIEMBROS DE LA COMUNIDAD,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"COMUNEROS SE TOMAN LA MUNICIPALIDAD DE COLLIPULLI, EN APOYO A LOS MANIFESTANTES QUE SE ENCUENTRAN OCUPANDO LA MUNICIPAALIDAD DE ERCILLA.",SI,NO,NO,NO,SI,1,2019-01-03
756,2001161,LA FECHA SE ESPECIFICA,SANTA BARBARA,BIOBIO,BIO-BIO,FUNDO,RURAL,ATAQUE,ATAQUE CON ARMAS LIGERAS,COMUNIDAD,MIEMBROS DE LA COMUNIDAD,ARMAS LIGERAS,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"UNA DELEGACION DE AUTORIDADES DEL GOBIERNO QUE FUE AL FUNDO EL QUEUCO PARA BUSCAR SOLUCIONES FUE AGREDIDO POR COMUNEROS DE LA COMUNIDAD MALLA MALLA QUE SE ENCUENTRA OCUPANDO EL FUNDO DEL ALTO BIO BIO. LOS COMUNEROS AL ENTERARSE QUE NO LES LLEVABAN UNA PROPUESTA CONCRETA SOBRE LA COMPRA DEL FUNDO, REACCIONARON VIOLENTMENTE AGREDIENDO A PALOS AL CONSEJERO MAPUCHE DE CONADI",SI,NO,NO,NO,NO,2,2001-02-14
3962,2020268,LA FECHA SE ESPECIFICA,VALDIVIA,VALDIVIA,LOS RIOS,ESPACIOS PUBLICOS,RURAL,ATAQUE,ATAQUE CON ARMAS DE FUEGO,OTROS MAPUCHE,GRUPO NO ESPECIFICADO,ARMAS DE FUEGO,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,DESCONOCIDOS REALIZARON UN ATAQUE CON ARMAS DE FUEGO EN CONTRA DE UN VEHICULO POLICIAL EN EL SECTOR LOS PELLINES DE VALDIVIA.,SI,NO,NO,NO,NO,3,2020-03-16
1639,2010012,LA FECHA SE ESPECIFICA,ERCILLA,MALLECO,ARAUCANIA,CAMINO,RURAL,PROTESTA,BLOQUEO DE CAMINO,ORGANIZACION MAPUCHE,MIEMBROS DE LA ORGANIZACION,NO SE MENCIONA,PRIVADOS DUEÑOS DE TIERRAS,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"DESCONOCIDOS INGRESARON A FUNDOS , CORTARON CERCO Y REALIZARON BARRICADAS.",SI,NO,NO,NO,NO,5,2010-05-24
4458,2021395,LA FECHA SE ESPECIFICA,CAÑETE,ARAUCO,BIO-BIO,AUTOPISTA,RURAL,ATAQUE,OTROS ATAQUES,OTROS MAPUCHE,ENCAPUCHADOS,ARMAS DE FUEGO,OTRAS EMPRESAS,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,UN GRUPO DE ENCAPUCHADOS REALIZA ROBO DE CAMIONETA EN LA CUAL SE DESPLAZABAN TRABAJADORES DE LA EMPRESA EQUANS,NO,NO,NO,NO,SI,8,2021-08-13
4072,2020379,LA FECHA NO SE ESPECIFICA,ARAUCO,ARAUCO,BIO-BIO,FORESTAL,RURAL,ATAQUE,OTROS ATAQUES,OTROS MAPUCHE,GRUPO IDENTIFICABLE,NO SE MENCIONA,EMPRESA FORESTAL,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,SE REALIZO ROBO DE MADERA PERTENECIENTE A BOSQUE ARAUCO POR 6 INDIVIDUOS IDENTIFICABLES QUE PERTENECIAN A CARABINEROS Y FUERON DADOS DE BAJA EL 21 DE JULIO,NO,NO,NO,SI,NO,8,2020-08-13
2781,2017153,LA FECHA SE ESPECIFICA,CONCEPCION,CONCEPCION,BIO-BIO,INSTALACIONES PUBLICAS,URBANO,PROTESTA,OCUPACION DE PROPIEDAD PUBLICA (DIFERENTE A TIERRAS),ORGANIZACION MAPUCHE,MIEMBROS DE LA ORGANIZACION,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"MANIFESTANTES OCUPARON LA SEDE DE LA CONADI EN CONCEPCION, EN UN LLAMADO DE ATENCION POR EL DENOMINADO CASO IGLESIA.",NO,NO,NO,SI,NO,9,2017-09-22
4077,2020384,LA FECHA SE ESPECIFICA,TIRUA,ARAUCO,BIO-BIO,INSTALACIONES PUBLICAS,URBANO,PROTESTA,OCUPACION DE PROPIEDAD PUBLICA (DIFERENTE A TIERRAS),COMUNIDAD,MIEMBROS DE LA COMUNIDAD,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,COMUNIDAD MAPUCHE REALIZA OCUPACION DE LA MUNICIPALIDAD DE TIRUA,NO,NO,NO,NO,SI,8,2020-08-05
4216,2021146,LA FECHA SE ESPECIFICA,LUMACO,MALLECO,ARAUCANIA,FORESTAL,RURAL,ATAQUE,ATAQUE CON ARMAS DE FUEGO,ORGANIZACION MAPUCHE,MIEMBROS DE LA ORGANIZACION,ARMAS DE FUEGO,EMPRESA FORESTAL,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"MIEMBROS DE LA WAM QUE PORTABAN ARMAS DE FUEGO REALIZAN ATAQUE INCENDIARIO EN FORESTAL EN LUMACO EL CUAL DEJO COMO RESULTADO 17 CAMIONES, 4 MAQUINAS FORESTALES Y 2 CAMIONETAS DESTRUIDAS, TAMBIEN SE REGISTRO 1 TRABAJADOR HERIDO DE BALA Y UN CARABINERO",SI,NO,NO,NO,SI,5,2021-05-06
1613,2009247,LA FECHA NO SE ESPECIFICA,TEMUCO,CAUTIN,ARAUCANIA,COMPLEJO EDUCACIONAL,URBANO,COERCION,ALLANAMIENTO,OTROS MAPUCHE,GRUPO IDENTIFICABLE,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 2,"CARABINEROS ALLANA UN HOGAR DE ESTUDIANTES MAPUCHE, LLEVANDOSE COMPUTADORES Y CAMARAS FOTOGRAFICAS.",NO,NO,SI,NO,NO,10,2009-10-24
3193,2018311,LA FECHA NO SE ESPECIFICA,TEMUCO,CAUTIN,ARAUCANIA,CARCEL,URBANO,PROTESTA,AMENAZA DE PROTESTA,MANIFESTANTES,PRISIONEROS,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"6 COMUNEROS QUE SE ENCUENTRAN PRIVADOS DE LIBERTAD EN LA CARCEL DE TEMUCO, ANUNCIARON MOVILIZACIONES DENTRO DEL CENTRO, ESTO EN FORMA DE PROTESTA POR SUCESOS QUE ESTARIAN OCURRIENDO DENTRO DE LA CARCEL DE TEMUCO, EN ESPECIFICO, DENUNCIARON QUE NO SE LES ESTARIA PERMITIENDO REALIZAR UNA CEREMONIA MASIVA CULTURAL Y ESPIRITUAL PROPIA DEL PUEBLO MAPUCHE.",SI,NO,NO,NO,SI,12,2018-12-29
3696,2019396,LA FECHA SE ESPECIFICA,SANTIAGO,SANTIAGO,METROPOLITANA DE SANTIAGO,ESPACIOS PUBLICOS,URBANO,ATAQUE,ATAQUE INCENDIARIO,MANIFESTANTES,ALBOROTADORES,ELEMENTOS INCENDIARIOS,ESTADO,NO HAY ACTORES MAPUCHE,NO,NO,ACTOR 1,EN MEDIO DE LOS INCIDENTES PROVOCADOS POR LA INTERVENCION DE CARABINEROS EN LA MANIFESTACION PACIFICA REALIZADA EN EL MUSEO DE LA MEMORIA Y LOS DERECHOS HUMANOS DESCONOCIDOS QUEMARON 3 BUSES DEL TRANSANTIAGO,NO,NO,NO,NO,SI,8,2019-08-22
3245,2018368,LA FECHA SE ESPECIFICA,LANCO,VALDIVIA,LOS RIOS,FUNDO,RURAL,ATAQUE,ATAQUE INCENDIARIO,OTROS MAPUCHE,GRUPO NO ESPECIFICADO,ELEMENTOS INCENDIARIOS,PRIVADOS DUEÑOS DE TIERRAS,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,UN ATAQUE INCENDIARIO EN EL FUNDO RUCAHUE EN LANCO DEJO PERDIDAS POR $ 12 MILLONES LUEGO DE QUE SE DESTRUYERAN DOS GALPONES QUE ALOJABAN EL SISTEMA DE RIEGO POR EL EFECTO DEL FUEGO,SI,NO,NO,NO,NO,2,2018-02-02
4037,2020343,LA FECHA SE ESPECIFICA,CALBUCO,LLANQUIHUE,LOS LAGOS,ESPACIOS PUBLICOS,URBANO,PROTESTA,BLOQUEO DE CAMINO,MANIFESTANTES,MANIFESTANTES PACIFICOS,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,"SE REALIZA UN BLOQUEO DE CAMINO POR MANIFESTANTES EN CALBUCO, NO SE REGISTRARON INCIDENTES",NO,NO,NO,NO,SI,10,2020-10-18
